prompt,actual_answer,response,most_similar_answer,is_most_similar_actual,question,cosine_similarity_with_actual_answer,bleu_score
,"Bipolar I disorder is a mental health condition that is characterized by the presence of at least one manic episode, which may be accompanied by a hypomanic episode or a depressive episode. Manic episodes are periods of abnormally elevated mood, energy, and activity levels, while depressive episodes involve feelings of sadness, hopelessness, and a lack of interest or pleasure in activities. The specific symptoms and severity of these episodes can vary widely between individuals and over time."," Bipolar I disorder is a mental health condition that is characterized by periods of elevated mood, known as manic episodes, and at least one depressive episode. In addition, individuals with bipolar I may also experience mixed states in which symptoms of both depression and mania occur simultaneously. These episodes can range in severity from mild to severe, and can have a significant impact on an individual's ability to function socially, emotionally, and vocationally. Treatment for bipolar I disorder typically involves a combination of medication management and","Bipolar I disorder is a mental health condition that is characterized by the presence of at least one manic episode, which may be accompanied by a hypomanic episode or a depressive episode. Manic episodes are periods of abnormally elevated mood, energy, and activity levels, while depressive episodes involve feelings of sadness, hopelessness, and a lack of interest or pleasure in activities. The specific symptoms and severity of these episodes can vary widely between individuals and over time.",True,"What is bipolar I disorder, and how is it defined in terms of manic and depressive episodes?",0.8999841553277712,0.19525112786609963
,"In diabetes patients, the conversion of glucose to sorbitol by the enzyme aldose reductase can lead to osmotic damage. Sorbitol accumulation can cause water to be drawn into cells, leading to swelling and damage. This can be particularly problematic in tissues with limited capacity for fluid expansion, such as the eyes and nerves.", The mechanism of sorbitol accumulation as a result of aldose reductase being saturated leads to osmotic damage in diabetes patients..,"In diabetes patients, the conversion of glucose to sorbitol by the enzyme aldose reductase can lead to osmotic damage. Sorbitol accumulation can cause water to be drawn into cells, leading to swelling and damage. This can be particularly problematic in tissues with limited capacity for fluid expansion, such as the eyes and nerves.",True,How does the conversion of glucose to sorbitol by the enzyme aldose reductase lead to osmotic damage in diabetes patients?,0.8670608652752381,0.025746878725143654
,"Although angiosarcomas may rupture and cause life-threatening hemorrhage, the best next step is lesion biopsy. The ultimate treatment for angiosarcomas typically involves surgical resection and/or radiation therapy."," Angiosarcomas have the potential to cause hemothorax and rupture, which can lead to massive intravascular bleeding. The recommended next step in management is thoracotomy, which involves surgical removal of the affected lung tissue or pleura followed by drainage of any accumulated blood. Thoracotomy is necessary in order to stop the bleeding and prevent further complications such as cardiac tamponade or respiratory failure..","Although angiosarcomas may rupture and cause life-threatening hemorrhage, the best next step is lesion biopsy. The ultimate treatment for angiosarcomas typically involves surgical resection and/or radiation therapy.",True,"What is the potential life-threatening complication of ruptured angiosarcomas and what is the recommended next step in management?
Bonus: What is the ultimate treatment for angiosarcomas?",0.810457582904373,0.008083994860079458
,The pulmonary side effect that is commonly associated with adenosine is bronchospasm.," Adenosine is commonly associated with a pulmonary side effect of bronchospasm, characterized by wheezing and chest tightness..",The pulmonary side effect that is commonly associated with adenosine is bronchospasm.,True,What is the pulmonary side effect that is commonly associated with adenosine?,0.9413322330259337,0.18227301762182052
,"Passive congestion is a condition in which there is an accumulation of blood in the veins and capillaries of an organ or tissue, due to impaired venous outflow. This can lead to swelling and congestion of the affected area. Passive congestion is typically associated with conditions that cause increased pressure in the veins, such as heart failure. Specifically, in the case of the liver, passive congestion is generally a sign of decompensated right heart failure. Other conditions that can cause passive congestion include pulmonary hypertension, chronic obstructive pulmonary disease (COPD), and venous thrombosis."," Passive congestion is a term used to describe a vascular condition that can occur when there is reduced blood flow through the liver. Normally, the veins in the liver drain deoxygenated blood back to the heart for reoxygenation before it is circulated back out to various organs and tissues in the body. However, if there is reduced blood flow or an obstruction elsewhere in the vascular system (such as portal hypertension), this can lead to decreased venous drainage from the liver and subsequent accumulation of fluid and","Passive congestion is a condition in which there is an accumulation of blood in the veins and capillaries of an organ or tissue, due to impaired venous outflow. This can lead to swelling and congestion of the affected area. Passive congestion is typically associated with conditions that cause increased pressure in the veins, such as heart failure. Specifically, in the case of the liver, passive congestion is generally a sign of decompensated right heart failure. Other conditions that can cause passive congestion include pulmonary hypertension, chronic obstructive pulmonary disease (COPD), and venous thrombosis.",True,What is passive congestion and what conditions is it typically associated with?,0.8754176176505369,0.0645507294413389
,The underlying etiology in a patient with severe COPD who develops altered consciousness and seizures after administration of supplemental O2 is O2-induced CO2 retention., Altered consciousness and seizures may result in a severely ill patient with severe COPD after administration of supplemental O2 due to hypercapnia..,The underlying etiology in a patient with severe COPD who develops altered consciousness and seizures after administration of supplemental O2 is O2-induced CO2 retention.,True,What causes altered consciousness and seizures in a patient with severe COPD after administration of supplemental O2?,0.8123053033211126,0.30183854130936943
,"Fibrinous pericarditis is an inflammatory condition that affects the pericardium, the sac that surrounds the heart. It can occur as a complication of myocardial infarction (MI), or heart attack, and is typically seen 2 to 4 days after the initial event. Symptoms of fibrinous pericarditis may include chest pain, fever, and a rapid or irregular heartbeat, and can be diagnosed through a combination of physical examination, imaging tests, and laboratory analysis of fluid samples."," Fibrinous pericarditis is a type of inflammation that affects the sac surrounding the heart, known as the pericardium. This condition can develop as a complication of myocardial infarction (MI), or heart attack, and typically occurs within one week of the MI.","Fibrinous pericarditis is an inflammatory condition that affects the pericardium, the sac that surrounds the heart. It can occur as a complication of myocardial infarction (MI), or heart attack, and is typically seen 2 to 4 days after the initial event. Symptoms of fibrinous pericarditis may include chest pain, fever, and a rapid or irregular heartbeat, and can be diagnosed through a combination of physical examination, imaging tests, and laboratory analysis of fluid samples.",True,"What is fibrinous pericarditis, and what is its relationship to myocardial infarction (MI)? How long after an MI does fibrinous pericarditis typically occur, and what are some of the signs and symptoms that may be associated with this condition?",0.9301296244250756,0.22465681433833154
,"The two possible diagnoses for a patient who presents with post-URI, acute-onset, constant vertigo, N/V, and negative hearing loss are vestibular neuritis. The two possible diagnoses for a patient who presents with post-URI, acute-onset, constant vertigo, N/V, and positive hearing loss are labyrinthitis. Vestibular neuritis and labyrinthitis are both conditions that affect the inner ear and can cause symptoms such as vertigo, nausea, and vomiting. However, vestibular neuritis typically does not cause hearing loss, while labyrinthitis can result in hearing loss in addition to the other symptoms."," The first possible diagnosis for a patient who presents with post-URI, acute-onset, constant vertigo, N/V, and either negative or positive hearing loss is vestibular neuritis.","The two possible diagnoses for a patient who presents with post-URI, acute-onset, constant vertigo, N/V, and negative hearing loss are vestibular neuritis. The two possible diagnoses for a patient who presents with post-URI, acute-onset, constant vertigo, N/V, and positive hearing loss are labyrinthitis. Vestibular neuritis and labyrinthitis are both conditions that affect the inner ear and can cause symptoms such as vertigo, nausea, and vomiting. However, vestibular neuritis typically does not cause hearing loss, while labyrinthitis can result in hearing loss in addition to the other symptoms.",True,"What are the two possible diagnoses for a patient who presents with post-URI, acute-onset, constant vertigo, N/V, and either negative or positive hearing loss?",0.9353295864990656,0.17468255824453144
,"Disorders of secondary hemostasis typically present with re-bleeding after surgical procedures such as dental procedures. Secondary hemostasis refers to the formation of a stable blood clot through the coagulation cascade, which involves a series of clotting factors and platelets. Disorders of secondary hemostasis can result in bleeding disorders, which can manifest as excessive bleeding or re-bleeding after surgical procedures. Some examples of disorders of secondary hemostasis include hemophilia A and B, von Willebrand disease, and factor XI deficiency. Treatment of these disorders typically involves replacement of the missing clotting factor or administration of medications that promote clotting."," Disorders of secondary hemostasis are a group of bleeding disorders that affect the formation of blood clots. These can arise from deficiencies or abnormalities in any component of the clotting cascade, which works to control bleeding following an injury. While many patients with these disorders do not experience symptoms, some may develop abnormal bruising and petechiae (tiny red or purple spots on the skin) after simple procedures such as dental work. This is because secondary hemostasis helps to ensure that blood clots form","Disorders of secondary hemostasis typically present with deep tissue bleeding. Secondary hemostasis refers to the formation of a stable blood clot through the coagulation cascade, which involves a series of clotting factors and platelets. Disorders of secondary hemostasis can result in bleeding disorders, which can manifest as bleeding into deep tissues such as muscles and joints. Some examples of disorders of secondary hemostasis include hemophilia A and B, von Willebrand disease, and factor XI deficiency. Treatment of these disorders typically involves replacement of the missing clotting factor or administration of medications that promote clotting.",False,What is a common symptom associated with disorders of secondary hemostasis after surgical procedures such as dental procedures?,0.8600983176503505,0.08718300870246902
,"Primary ovarian insufficiency is associated with chromosomal abnormalities, and this association is particularly strong in individuals younger than 30 years old. Primary ovarian insufficiency, also known as premature ovarian failure, is a condition in which the ovaries stop functioning normally before the age of 40. This can lead to infertility and other health problems. Chromosomal abnormalities, such as Turner syndrome, are a common cause of primary ovarian insufficiency. Women who develop primary ovarian insufficiency at a younger age are more likely to have chromosomal abnormalities, which can affect their overall health and fertility. Therefore, genetic counseling and testing may be recommended for women with primary ovarian insufficiency, especially those who are under 30 years old."," Primary ovarian insufficiency is often associated with chromosomal abnormalities, particularly in women who are under the age of 40..","Primary ovarian insufficiency is associated with chromosomal abnormalities, and this association is particularly strong in individuals younger than 30 years old. Primary ovarian insufficiency, also known as premature ovarian failure, is a condition in which the ovaries stop functioning normally before the age of 40. This can lead to infertility and other health problems. Chromosomal abnormalities, such as Turner syndrome, are a common cause of primary ovarian insufficiency. Women who develop primary ovarian insufficiency at a younger age are more likely to have chromosomal abnormalities, which can affect their overall health and fertility. Therefore, genetic counseling and testing may be recommended for women with primary ovarian insufficiency, especially those who are under 30 years old.",True,"What is the association between primary ovarian insufficiency and chromosomal abnormalities, and in which age group is this association particularly strong?",0.8867358926607047,0.07248993658469222
,"Medium chain acyl-CoA dehydrogenase (MCAD) deficiency is a rare genetic disorder that is caused by a deficiency in the enzyme that helps to metabolize medium-chain fatty acids. This results in an inability to break down medium-sized fatty acids for energy, which can lead to a buildup of fatty acids in the body and a decrease in the body's supply of glucose. This can cause symptoms such as low blood sugar, lethargy, vomiting, and seizures. It is important for individuals with MCAD deficiency to receive prompt medical treatment if they experience any symptoms, as this condition can be life-threatening if left untreated."," MCAD deficiency is due to a genetic mutation, which leads to inadequate activity of the enzyme that catalyzes an important step in the catabolism of fatty acids. This can cause the build-up of long-chain and very long-chain acyl-CoAs, which are substrates for some types of industrial oil emulsifiers. As a result, individuals with this condition may be at risk for reactions or sensitivities triggered by exposure to these substances..","Medium chain acyl-CoA dehydrogenase (MCAD) deficiency is a rare genetic disorder that is caused by a deficiency in the enzyme that helps to metabolize medium-chain fatty acids. This results in an inability to break down medium-sized fatty acids for energy, which can lead to a buildup of fatty acids in the body and a decrease in the body's supply of glucose. This can cause symptoms such as low blood sugar, lethargy, vomiting, and seizures. It is important for individuals with MCAD deficiency to receive prompt medical treatment if they experience any symptoms, as this condition can be life-threatening if left untreated.",True,"What is the cause of medium chain acyl-CoA dehydrogenase (MCAD) deficiency, and what is its effect on the body's ability to metabolize certain types of fats?",0.8126239867760738,0.08209774823318551
,"Acute monocytic leukemia is a type of blood cancer that affects immature white blood cells called blasts. In this type of leukemia, the blasts characteristically infiltrate a specific location in the body. Specifically, they infiltrate the gums, leading to swelling and tenderness in the mouth. This infiltration can make it difficult to eat, speak, or perform other normal activities. It is important for doctors to be aware of this characteristic feature of acute monocytic leukemia so that they can make an accurate diagnosis and provide appropriate treatment.", Acute monocytic leukemia is characterized by blast infiltration of peripheral blood..,"Acute monocytic leukemia is a type of blood cancer that affects immature white blood cells called blasts. In this type of leukemia, the blasts characteristically infiltrate a specific location in the body. Specifically, they infiltrate the gums, leading to swelling and tenderness in the mouth. This infiltration can make it difficult to eat, speak, or perform other normal activities. It is important for doctors to be aware of this characteristic feature of acute monocytic leukemia so that they can make an accurate diagnosis and provide appropriate treatment.",True,What is the characteristic feature of acute monocytic leukemia in terms of blast infiltration?,0.8308663308317453,0.0266586845705204
,Neurofibromatosis type I is associated with mutations in the NF1 tumor suppressor gene on chromosome 17.," Neurofibromatosis type I is associated with a point mutation (GNF 1) on chromosome 17, resulting in NF1 haploinsufficiency..",Neurofibromatosis type I is associated with mutations in the NF1 tumor suppressor gene on chromosome 17.,True,What gene mutation is associated with neurofibromatosis type I and on which chromosome is it located?,0.8687971554436342,0.2810054708633802
,"Cystinuria is a genetic disorder that is caused by a defect in renal PCT and intestinal amino acid transporters, which prevents the proper reabsorption of cystine, ornithine, lysine, and arginine. If left untreated, the accumulation of these amino acids in the urine can form kidney stones, which can cause pain, discomfort, and potential damage to the kidneys."," Cystinuria is a condition where there is an abnormality in the reabsorption of cystine, ornithine, lysine and arginine (CORAL) amino acids in the distal renal tubules. When these amino acids are not properly reabsorbed, they can accumulate in the urine and form crystals that can cause kidney stones to form..","Cystinuria is a genetic disorder that is caused by a defect in renal PCT and intestinal amino acid transporters, which prevents the proper reabsorption of cystine, ornithine, lysine, and arginine. If left untreated, the accumulation of these amino acids in the urine can form kidney stones, which can cause pain, discomfort, and potential damage to the kidneys.",True,"What is cystinuria and what causes it? Additionally, which amino acids are not properly reabsorbed due to this condition and what are the potential consequences of their accumulation in the urine?",0.8883138173678524,0.19752018815099964
,"Telomerase is an enzyme that is responsible for maintaining the length of telomeres, which are the protective caps on the ends of chromosomes. Upregulation of telomerase prevents chromosomal shortening and cell death in tumors. In healthy cells, telomeres naturally shorten over time as the cell divides, eventually leading to cell death. However, in cancer cells, telomerase is often upregulated, allowing the cells to continue dividing and avoiding cell death. This upregulation of telomerase is one of the hallmarks of cancer, and it is being studied as a potential target for cancer therapies. By inhibiting telomerase, it may be possible to selectively kill cancer cells while leaving healthy cells unharmed."," In tumors, telomerase helps maintain the shortening of chromosomes and prevents cell death by killing telomeres. Telomeres are protective caps on the ends of chromosomes that shorten with each cell division. When telomeres become too short, cells can no longer divide and they may undergo apoptosis (programmed cell death). However, cancer cells often overexpress telomerase, an enzyme that adds new DNA to existing telomere sequences at the end of chromosomes. This process allows cancer cells to","Telomerase is an enzyme that is responsible for maintaining the length of telomeres, which are the protective caps on the ends of chromosomes. Upregulation of telomerase prevents chromosomal shortening and cell death in tumors. In healthy cells, telomeres naturally shorten over time as the cell divides, eventually leading to cell death. However, in cancer cells, telomerase is often upregulated, allowing the cells to continue dividing and avoiding cell death. This upregulation of telomerase is one of the hallmarks of cancer, and it is being studied as a potential target for cancer therapies. By inhibiting telomerase, it may be possible to selectively kill cancer cells while leaving healthy cells unharmed.",True,What is the role of telomerase in preventing chromosomal shortening and cell death in tumors?,0.9056036190146399,0.10868272183246276
,Coxsackie B is associated with hepatitis., Coxsackie B is associated with postinfectious or idiopathic dilated cardiomyopathy..,Coxsackie B is associated with hepatitis.,True,What condition is Coxsackie B associated with?,0.6860571250810616,0.34718201116725705
,"The odontoblasts and bones of the skull are derived from the neural crest, which is a group of cells that arise from the ectoderm during embryonic development. The neural crest gives rise to many different tissues and organs, including the peripheral nervous system, the adrenal glands, and the bones and cartilage of the face and skull. Odontoblasts are specialized cells that form dentin, which is the hard tissue that makes up the bulk of teeth. The neural crest cells that give rise to odontoblasts migrate to the developing tooth buds and differentiate into these specialized cells. Similarly, the neural crest cells that give rise to the bones of the skull migrate to the developing skull and differentiate into osteoblasts, which are the cells that form bone tissue. The development of the neural crest is regulated by a complex interplay of genes and signaling pathways, which ultimately determine the fate of these cells and the tissues and organs that they give rise to.", The odontoblasts and bones of the skull are derived from the ectoderm..,"The odontoblasts and bones of the skull are derived from the neural crest, which is a group of cells that arise from the ectoderm during embryonic development. The neural crest gives rise to many different tissues and organs, including the peripheral nervous system, the adrenal glands, and the bones and cartilage of the face and skull. Odontoblasts are specialized cells that form dentin, which is the hard tissue that makes up the bulk of teeth. The neural crest cells that give rise to odontoblasts migrate to the developing tooth buds and differentiate into these specialized cells. Similarly, the neural crest cells that give rise to the bones of the skull migrate to the developing skull and differentiate into osteoblasts, which are the cells that form bone tissue. The development of the neural crest is regulated by a complex interplay of genes and signaling pathways, which ultimately determine the fate of these cells and the tissues and organs that they give rise to.",True,From which embryonic layer do the odontoblasts and bones of the skull originate?,0.7106296308413725,0.05809375683804082
,"The recommended initial treatment for a hemodynamically stable patient with atrial fibrillation and rapid ventricular response is rate control, which can be achieved with medications such as beta-blockers or calcium channel blockers. The goal of rate control is to slow the heart rate to a level that is tolerable for the patient and reduces the risk of complications such as heart failure or myocardial ischemia. In addition to medication, lifestyle modifications such as avoiding triggers and maintaining a healthy weight can also be helpful in managing atrial fibrillation. In some cases, rhythm control strategies such as cardioversion or antiarrhythmic medications may also be considered. Treatment should be managed by a healthcare professional with expertise in managing cardiac arrhythmias.", The recommended initial treatment for a hemodynamically stable patient with atrial fibrillation and rapid ventricular response is intravenous (IV) amiodarone..,"The recommended initial treatment for a hemodynamically stable patient with atrial fibrillation and rapid ventricular response is rate control, which can be achieved with medications such as beta-blockers or calcium channel blockers. The goal of rate control is to slow the heart rate to a level that is tolerable for the patient and reduces the risk of complications such as heart failure or myocardial ischemia. In addition to medication, lifestyle modifications such as avoiding triggers and maintaining a healthy weight can also be helpful in managing atrial fibrillation. In some cases, rhythm control strategies such as cardioversion or antiarrhythmic medications may also be considered. Treatment should be managed by a healthcare professional with expertise in managing cardiac arrhythmias.",True,What is the recommended initial treatment for a hemodynamically stable patient with atrial fibrillation and rapid ventricular response?,0.6786869226017598,0.12417815730552789
,"Poor maternal glucose control during pregnancy can lead to excessive transplacental glucose transfer to the fetus. This means that if a pregnant woman has high levels of glucose in her blood due to poor glucose control, more glucose than necessary may be transferred to the fetus across the placenta. This can result in the fetus being exposed to high levels of glucose, which can increase the risk of complications such as fetal overgrowth, preterm delivery, and neonatal hypoglycemia. To prevent these complications, it is important for pregnant women to monitor their blood glucose levels regularly and work with their healthcare providers to maintain good glucose control throughout pregnancy."," The transfer of glucose across the placenta from the mother to the fetus is impaired in infants born to mothers who experienced poor maternal glucose control during pregnancy. During fetal development, the growing fetus depends on a constant supply of nutrients and oxygen from its mother's bloodstream. Glucose is one of the primary sources of energy for fetal development, and it is transported across the placenta from maternal blood vessels to fetal blood vessels..","Poor maternal glucose control during pregnancy can lead to excessive transplacental glucose transfer to the fetus. This means that if a pregnant woman has high levels of glucose in her blood due to poor glucose control, more glucose than necessary may be transferred to the fetus across the placenta. This can result in the fetus being exposed to high levels of glucose, which can increase the risk of complications such as fetal overgrowth, preterm delivery, and neonatal hypoglycemia. To prevent these complications, it is important for pregnant women to monitor their blood glucose levels regularly and work with their healthcare providers to maintain good glucose control throughout pregnancy.",True,How does poor maternal glucose control during pregnancy affect the transfer of glucose to the fetus across the placenta?,0.8216990761615897,0.07067797644090043
,"Cryoprecipitate is the type of blood transfusion therapy that contains fibrinogen (factor I), factor VIII and XIII, von Willebrand factor (vWF), and fibronectin."," A cell-free agranular blood transfusion is the type of therapy that contains fibrinogen (factor I), factor VIII and XIII, von Willebrand factor (vWF), and fibronectin..","Cryoprecipitate is the type of blood transfusion therapy that contains fibrinogen (factor I), factor VIII and XIII, von Willebrand factor (vWF), and fibronectin.",True,"What type of blood transfusion therapy contains fibrinogen (factor I), factor VIII and XIII, von Willebrand factor (vWF), and fibronectin?",0.7027319548063009,0.7812695101945129
