prompt,actual_answer,response,most_similar_answer,is_most_similar_actual,question,cosine_similarity_with_actual_answer,bleu_score
,"Bipolar I disorder is a mental health condition that is characterized by the presence of at least one manic episode, which may be accompanied by a hypomanic episode or a depressive episode. Manic episodes are periods of abnormally elevated mood, energy, and activity levels, while depressive episodes involve feelings of sadness, hopelessness, and a lack of interest or pleasure in activities. The specific symptoms and severity of these episodes can vary widely between individuals and over time."," Bipolar I disorder is a psychiatric condition in which a person experiences both manic and depressive episodes. Manic episodes are characterized by extremely elevated mood, increased energy, and decreased need for sleep. Depressive episodes are characterized by symptoms such as depressed mood, loss of interest or pleasure in activities, changes in weight or appetite, and difficulty with concentration and decision-making. Bipolar I disorder is defined in terms of the presence of at least one manic episode..","Bipolar I disorder is a mental health condition that is characterized by the presence of at least one manic episode, which may be accompanied by a hypomanic episode or a depressive episode. Manic episodes are periods of abnormally elevated mood, energy, and activity levels, while depressive episodes involve feelings of sadness, hopelessness, and a lack of interest or pleasure in activities. The specific symptoms and severity of these episodes can vary widely between individuals and over time.",True,"What is bipolar I disorder, and how is it defined in terms of manic and depressive episodes?",0.9458661139484217,0.26280132519909466
,"In diabetes patients, the conversion of glucose to sorbitol by the enzyme aldose reductase can lead to osmotic damage. Sorbitol accumulation can cause water to be drawn into cells, leading to swelling and damage. This can be particularly problematic in tissues with limited capacity for fluid expansion, such as the eyes and nerves."," The conversion of glucose to sorbitol by the enzyme aldose reductase leads to osmotic damage in diabetes patients. Glucose is a sugar that is used by cells for energy. In the presence of high blood sugar levels, excess glucose can be converted to sorbitol via the enzyme aldose reductase. Sorbitol is a sugar alcohol that draws water into the cell, leading to increased cell volume and osmotic pressure. This increased pressure can cause damage to various tissues","In diabetes patients, the conversion of glucose to sorbitol by the enzyme aldose reductase can lead to osmotic damage. Sorbitol accumulation can cause water to be drawn into cells, leading to swelling and damage. This can be particularly problematic in tissues with limited capacity for fluid expansion, such as the eyes and nerves.",True,How does the conversion of glucose to sorbitol by the enzyme aldose reductase lead to osmotic damage in diabetes patients?,0.8551414755914442,0.17352407979918202
,"Although angiosarcomas may rupture and cause life-threatening hemorrhage, the best next step is lesion biopsy. The ultimate treatment for angiosarcomas typically involves surgical resection and/or radiation therapy."," Ruptured angiosarcomas are a potential life-threatening complication, and the recommended next step in management is immediate surgical resection. Angiosarcomas are an aggressive type of cancer, and the ultimate treatment for these tumors is complete surgical resection with adequate margins..","Although angiosarcomas may rupture and cause life-threatening hemorrhage, the best next step is lesion biopsy. The ultimate treatment for angiosarcomas typically involves surgical resection and/or radiation therapy.",True,"What is the potential life-threatening complication of ruptured angiosarcomas and what is the recommended next step in management?
Bonus: What is the ultimate treatment for angiosarcomas?",0.8298414025914327,0.035022123021201515
,The pulmonary side effect that is commonly associated with adenosine is bronchospasm., Adenosine is a cardiac medication that is commonly associated with the pulmonary side effect of dyspnea..,The pulmonary side effect that is commonly associated with adenosine is bronchospasm.,True,What is the pulmonary side effect that is commonly associated with adenosine?,0.8252331978874996,0.2928279616863919
,"Passive congestion is a condition in which there is an accumulation of blood in the veins and capillaries of an organ or tissue, due to impaired venous outflow. This can lead to swelling and congestion of the affected area. Passive congestion is typically associated with conditions that cause increased pressure in the veins, such as heart failure. Specifically, in the case of the liver, passive congestion is generally a sign of decompensated right heart failure. Other conditions that can cause passive congestion include pulmonary hypertension, chronic obstructive pulmonary disease (COPD), and venous thrombosis.", Passive congestion is congested blood flow in an organ or tissue that is due to relaxation of the accompanying smooth muscles. It is typically associated with conditions such as heart failure and liver cirrhosis..,"Passive congestion is a condition in which there is an accumulation of blood in the veins and capillaries of an organ or tissue, due to impaired venous outflow. This can lead to swelling and congestion of the affected area. Passive congestion is typically associated with conditions that cause increased pressure in the veins, such as heart failure. Specifically, in the case of the liver, passive congestion is generally a sign of decompensated right heart failure. Other conditions that can cause passive congestion include pulmonary hypertension, chronic obstructive pulmonary disease (COPD), and venous thrombosis.",True,What is passive congestion and what conditions is it typically associated with?,0.8740570345640819,0.10036193186615708
,The underlying etiology in a patient with severe COPD who develops altered consciousness and seizures after administration of supplemental O2 is O2-induced CO2 retention., Increased O2 causes altered consciousness and seizures in a patient with severe COPD because O2 is a flammable gas. Increased O2 increases the risk for fire and injury..,The underlying etiology in a patient with severe COPD who develops altered consciousness and seizures after administration of supplemental O2 is O2-induced CO2 retention.,True,What causes altered consciousness and seizures in a patient with severe COPD after administration of supplemental O2?,0.8378683935898966,0.2539013076980592
,"Fibrinous pericarditis is an inflammatory condition that affects the pericardium, the sac that surrounds the heart. It can occur as a complication of myocardial infarction (MI), or heart attack, and is typically seen 2 to 4 days after the initial event. Symptoms of fibrinous pericarditis may include chest pain, fever, and a rapid or irregular heartbeat, and can be diagnosed through a combination of physical examination, imaging tests, and laboratory analysis of fluid samples."," Fibrinous pericarditis is an inflammation of the sac surrounding the heart (the pericardium), and it is a complication of MI. Specifically, fibrinous pericarditis occurs approximately two to three weeks after an MI, and some signs and symptoms that may be associated with this condition include chest pain, difficulty breathing, and fluid buildup in the pericardial space..","Fibrinous pericarditis is an inflammatory condition that affects the pericardium, the sac that surrounds the heart. It can occur as a complication of myocardial infarction (MI), or heart attack, and is typically seen 2 to 4 days after the initial event. Symptoms of fibrinous pericarditis may include chest pain, fever, and a rapid or irregular heartbeat, and can be diagnosed through a combination of physical examination, imaging tests, and laboratory analysis of fluid samples.",True,"What is fibrinous pericarditis, and what is its relationship to myocardial infarction (MI)? How long after an MI does fibrinous pericarditis typically occur, and what are some of the signs and symptoms that may be associated with this condition?",0.9419043971737074,0.1052681476477967
,"The two possible diagnoses for a patient who presents with post-URI, acute-onset, constant vertigo, N/V, and negative hearing loss are vestibular neuritis. The two possible diagnoses for a patient who presents with post-URI, acute-onset, constant vertigo, N/V, and positive hearing loss are labyrinthitis. Vestibular neuritis and labyrinthitis are both conditions that affect the inner ear and can cause symptoms such as vertigo, nausea, and vomiting. However, vestibular neuritis typically does not cause hearing loss, while labyrinthitis can result in hearing loss in addition to the other symptoms."," The two possible diagnoses for a patient who presents with these symptoms are vestibular neuritis and labyrinthitis. Vestibular neuritis is inflammation of the vestibular nerve, while labyrinthitis is inflammation of the inner ear. Both conditions can cause acute-onset, constant vertigo, N/V, and either negative or positive hearing loss. Treatment options may include bed rest, antiemetics, antihistamines, corticosteroids, and vestibular rehabilitation..","The two possible diagnoses for a patient who presents with post-URI, acute-onset, constant vertigo, N/V, and negative hearing loss are vestibular neuritis. The two possible diagnoses for a patient who presents with post-URI, acute-onset, constant vertigo, N/V, and positive hearing loss are labyrinthitis. Vestibular neuritis and labyrinthitis are both conditions that affect the inner ear and can cause symptoms such as vertigo, nausea, and vomiting. However, vestibular neuritis typically does not cause hearing loss, while labyrinthitis can result in hearing loss in addition to the other symptoms.",True,"What are the two possible diagnoses for a patient who presents with post-URI, acute-onset, constant vertigo, N/V, and either negative or positive hearing loss?",0.9047123082009322,0.2500290165536053
,"Disorders of secondary hemostasis typically present with re-bleeding after surgical procedures such as dental procedures. Secondary hemostasis refers to the formation of a stable blood clot through the coagulation cascade, which involves a series of clotting factors and platelets. Disorders of secondary hemostasis can result in bleeding disorders, which can manifest as excessive bleeding or re-bleeding after surgical procedures. Some examples of disorders of secondary hemostasis include hemophilia A and B, von Willebrand disease, and factor XI deficiency. Treatment of these disorders typically involves replacement of the missing clotting factor or administration of medications that promote clotting.", A common symptom associated with disorders of secondary hemostasis after surgical procedures such as dental procedures is pain..,"Disorders of secondary hemostasis typically present with re-bleeding after surgical procedures such as dental procedures. Secondary hemostasis refers to the formation of a stable blood clot through the coagulation cascade, which involves a series of clotting factors and platelets. Disorders of secondary hemostasis can result in bleeding disorders, which can manifest as excessive bleeding or re-bleeding after surgical procedures. Some examples of disorders of secondary hemostasis include hemophilia A and B, von Willebrand disease, and factor XI deficiency. Treatment of these disorders typically involves replacement of the missing clotting factor or administration of medications that promote clotting.",True,What is a common symptom associated with disorders of secondary hemostasis after surgical procedures such as dental procedures?,0.6920199975247091,0.0765547327000121
,"Primary ovarian insufficiency is associated with chromosomal abnormalities, and this association is particularly strong in individuals younger than 30 years old. Primary ovarian insufficiency, also known as premature ovarian failure, is a condition in which the ovaries stop functioning normally before the age of 40. This can lead to infertility and other health problems. Chromosomal abnormalities, such as Turner syndrome, are a common cause of primary ovarian insufficiency. Women who develop primary ovarian insufficiency at a younger age are more likely to have chromosomal abnormalities, which can affect their overall health and fertility. Therefore, genetic counseling and testing may be recommended for women with primary ovarian insufficiency, especially those who are under 30 years old."," Primary ovarian insufficiency is associated with chromosomal abnormalities, and this association is particularly strong in young women. Specifically, primary ovarian insufficiency is a leading cause of infertility in young women, and up to 40% of cases are due to underlying chromosomal abnormalities..","Primary ovarian insufficiency is associated with chromosomal abnormalities, and this association is particularly strong in individuals younger than 30 years old. Primary ovarian insufficiency, also known as premature ovarian failure, is a condition in which the ovaries stop functioning normally before the age of 40. This can lead to infertility and other health problems. Chromosomal abnormalities, such as Turner syndrome, are a common cause of primary ovarian insufficiency. Women who develop primary ovarian insufficiency at a younger age are more likely to have chromosomal abnormalities, which can affect their overall health and fertility. Therefore, genetic counseling and testing may be recommended for women with primary ovarian insufficiency, especially those who are under 30 years old.",True,"What is the association between primary ovarian insufficiency and chromosomal abnormalities, and in which age group is this association particularly strong?",0.8685586251895563,0.15287029240036118
,"Medium chain acyl-CoA dehydrogenase (MCAD) deficiency is a rare genetic disorder that is caused by a deficiency in the enzyme that helps to metabolize medium-chain fatty acids. This results in an inability to break down medium-sized fatty acids for energy, which can lead to a buildup of fatty acids in the body and a decrease in the body's supply of glucose. This can cause symptoms such as low blood sugar, lethargy, vomiting, and seizures. It is important for individuals with MCAD deficiency to receive prompt medical treatment if they experience any symptoms, as this condition can be life-threatening if left untreated."," MCAD deficiency is a disorder of fatty acid metabolism, specifically the oxidation of medium-chain fatty acids. Specifically, MCAD deficiency causes an imbalance in the body's ability to metabolize certain types of fats, specifically those with a chain length of 6 to 12 carbons. Specifically, MCAD deficiency causes impaired oxidation of these medium-chain fatty acids, leading to an accumulation of these fats in various tissues and organs..","Medium chain acyl-CoA dehydrogenase (MCAD) deficiency is a rare genetic disorder that is caused by a deficiency in the enzyme that helps to metabolize medium-chain fatty acids. This results in an inability to break down medium-sized fatty acids for energy, which can lead to a buildup of fatty acids in the body and a decrease in the body's supply of glucose. This can cause symptoms such as low blood sugar, lethargy, vomiting, and seizures. It is important for individuals with MCAD deficiency to receive prompt medical treatment if they experience any symptoms, as this condition can be life-threatening if left untreated.",True,"What is the cause of medium chain acyl-CoA dehydrogenase (MCAD) deficiency, and what is its effect on the body's ability to metabolize certain types of fats?",0.8340754848526779,0.07370351123535535
,"Acute monocytic leukemia is a type of blood cancer that affects immature white blood cells called blasts. In this type of leukemia, the blasts characteristically infiltrate a specific location in the body. Specifically, they infiltrate the gums, leading to swelling and tenderness in the mouth. This infiltration can make it difficult to eat, speak, or perform other normal activities. It is important for doctors to be aware of this characteristic feature of acute monocytic leukemia so that they can make an accurate diagnosis and provide appropriate treatment.", Acute monocytic leukemia is a type of acute myeloid leukemia that has a characteristic feature of blast infiltration into the bone marrow..,"Acute monocytic leukemia is a type of blood cancer that affects immature white blood cells called blasts. In this type of leukemia, the blasts characteristically infiltrate a specific location in the body. Specifically, they infiltrate the gums, leading to swelling and tenderness in the mouth. This infiltration can make it difficult to eat, speak, or perform other normal activities. It is important for doctors to be aware of this characteristic feature of acute monocytic leukemia so that they can make an accurate diagnosis and provide appropriate treatment.",True,What is the characteristic feature of acute monocytic leukemia in terms of blast infiltration?,0.87207672823923,0.08029154722778369
,Neurofibromatosis type I is associated with mutations in the NF1 tumor suppressor gene on chromosome 17.," Neurofibromatosis type I is associated with a gene mutation on the NF1 gene, which is located on chromosome 17..",Neurofibromatosis type I is associated with mutations in the NF1 tumor suppressor gene on chromosome 17.,True,What gene mutation is associated with neurofibromatosis type I and on which chromosome is it located?,0.922461002945974,0.31492463625738093
,"Cystinuria is a genetic disorder that is caused by a defect in renal PCT and intestinal amino acid transporters, which prevents the proper reabsorption of cystine, ornithine, lysine, and arginine. If left untreated, the accumulation of these amino acids in the urine can form kidney stones, which can cause pain, discomfort, and potential damage to the kidneys."," Cystinuria is a genetic condition in which the amino acids cysteine, ornithine, arginine, and lysine are not properly reabsorbed due to defects in renal tubule transporters. As a result, these amino acids accumulate in the urine, where they can promote the formation of kidney stones. Specifically, cysteine and ornithine can form calcium oxalate stones, while arginine and lysine can form calcium phosphate stones..","Cystinuria is a genetic disorder that is caused by a defect in renal PCT and intestinal amino acid transporters, which prevents the proper reabsorption of cystine, ornithine, lysine, and arginine. If left untreated, the accumulation of these amino acids in the urine can form kidney stones, which can cause pain, discomfort, and potential damage to the kidneys.",True,"What is cystinuria and what causes it? Additionally, which amino acids are not properly reabsorbed due to this condition and what are the potential consequences of their accumulation in the urine?",0.8704253974767274,0.10155924121885956
,"Telomerase is an enzyme that is responsible for maintaining the length of telomeres, which are the protective caps on the ends of chromosomes. Upregulation of telomerase prevents chromosomal shortening and cell death in tumors. In healthy cells, telomeres naturally shorten over time as the cell divides, eventually leading to cell death. However, in cancer cells, telomerase is often upregulated, allowing the cells to continue dividing and avoiding cell death. This upregulation of telomerase is one of the hallmarks of cancer, and it is being studied as a potential target for cancer therapies. By inhibiting telomerase, it may be possible to selectively kill cancer cells while leaving healthy cells unharmed.", Telomerase is a ribonucleoprotein enzyme that prevents chromosomal shortening and cell death in tumors by adding DNA sequences to the ends of chromosomes..,"Telomerase is an enzyme that is responsible for maintaining the length of telomeres, which are the protective caps on the ends of chromosomes. Upregulation of telomerase prevents chromosomal shortening and cell death in tumors. In healthy cells, telomeres naturally shorten over time as the cell divides, eventually leading to cell death. However, in cancer cells, telomerase is often upregulated, allowing the cells to continue dividing and avoiding cell death. This upregulation of telomerase is one of the hallmarks of cancer, and it is being studied as a potential target for cancer therapies. By inhibiting telomerase, it may be possible to selectively kill cancer cells while leaving healthy cells unharmed.",True,What is the role of telomerase in preventing chromosomal shortening and cell death in tumors?,0.8335448035184201,0.08305501433246998
,Coxsackie B is associated with hepatitis., Coxsackie B is associated with aseptic meningitis..,Coxsackie B is associated with hepatitis.,True,What condition is Coxsackie B associated with?,0.7018677091274668,0.5329462628216854
,"The odontoblasts and bones of the skull are derived from the neural crest, which is a group of cells that arise from the ectoderm during embryonic development. The neural crest gives rise to many different tissues and organs, including the peripheral nervous system, the adrenal glands, and the bones and cartilage of the face and skull. Odontoblasts are specialized cells that form dentin, which is the hard tissue that makes up the bulk of teeth. The neural crest cells that give rise to odontoblasts migrate to the developing tooth buds and differentiate into these specialized cells. Similarly, the neural crest cells that give rise to the bones of the skull migrate to the developing skull and differentiate into osteoblasts, which are the cells that form bone tissue. The development of the neural crest is regulated by a complex interplay of genes and signaling pathways, which ultimately determine the fate of these cells and the tissues and organs that they give rise to.", The odontoblasts and bones of the skull originate from the ectodermal and mesodermal layers of the embryo..,"The odontoblasts and bones of the skull are derived from the neural crest, which is a group of cells that arise from the ectoderm during embryonic development. The neural crest gives rise to many different tissues and organs, including the peripheral nervous system, the adrenal glands, and the bones and cartilage of the face and skull. Odontoblasts are specialized cells that form dentin, which is the hard tissue that makes up the bulk of teeth. The neural crest cells that give rise to odontoblasts migrate to the developing tooth buds and differentiate into these specialized cells. Similarly, the neural crest cells that give rise to the bones of the skull migrate to the developing skull and differentiate into osteoblasts, which are the cells that form bone tissue. The development of the neural crest is regulated by a complex interplay of genes and signaling pathways, which ultimately determine the fate of these cells and the tissues and organs that they give rise to.",True,From which embryonic layer do the odontoblasts and bones of the skull originate?,0.7769719716479113,0.037934886604073195
,"The recommended initial treatment for a hemodynamically stable patient with atrial fibrillation and rapid ventricular response is rate control, which can be achieved with medications such as beta-blockers or calcium channel blockers. The goal of rate control is to slow the heart rate to a level that is tolerable for the patient and reduces the risk of complications such as heart failure or myocardial ischemia. In addition to medication, lifestyle modifications such as avoiding triggers and maintaining a healthy weight can also be helpful in managing atrial fibrillation. In some cases, rhythm control strategies such as cardioversion or antiarrhythmic medications may also be considered. Treatment should be managed by a healthcare professional with expertise in managing cardiac arrhythmias."," The recommended initial treatment for a hemodynamically stable patient with atrial fibrillation and rapid ventricular response is oral anticoagulation therapy, such as warfarin, to reduce the risk of stroke..","The recommended initial treatment for a hemodynamically stable patient with atrial fibrillation and rapid ventricular response is rate control, which can be achieved with medications such as beta-blockers or calcium channel blockers. The goal of rate control is to slow the heart rate to a level that is tolerable for the patient and reduces the risk of complications such as heart failure or myocardial ischemia. In addition to medication, lifestyle modifications such as avoiding triggers and maintaining a healthy weight can also be helpful in managing atrial fibrillation. In some cases, rhythm control strategies such as cardioversion or antiarrhythmic medications may also be considered. Treatment should be managed by a healthcare professional with expertise in managing cardiac arrhythmias.",True,What is the recommended initial treatment for a hemodynamically stable patient with atrial fibrillation and rapid ventricular response?,0.7134444215611668,0.1450719899527559
,"Poor maternal glucose control during pregnancy can lead to excessive transplacental glucose transfer to the fetus. This means that if a pregnant woman has high levels of glucose in her blood due to poor glucose control, more glucose than necessary may be transferred to the fetus across the placenta. This can result in the fetus being exposed to high levels of glucose, which can increase the risk of complications such as fetal overgrowth, preterm delivery, and neonatal hypoglycemia. To prevent these complications, it is important for pregnant women to monitor their blood glucose levels regularly and work with their healthcare providers to maintain good glucose control throughout pregnancy."," Poor maternal glucose control during pregnancy increases the concentration of glucose in the maternal bloodstream. This causes the fetus to absorb more glucose across the placenta, which can increase the risk for macrosomia..","Poor maternal glucose control during pregnancy can lead to excessive transplacental glucose transfer to the fetus. This means that if a pregnant woman has high levels of glucose in her blood due to poor glucose control, more glucose than necessary may be transferred to the fetus across the placenta. This can result in the fetus being exposed to high levels of glucose, which can increase the risk of complications such as fetal overgrowth, preterm delivery, and neonatal hypoglycemia. To prevent these complications, it is important for pregnant women to monitor their blood glucose levels regularly and work with their healthcare providers to maintain good glucose control throughout pregnancy.",True,How does poor maternal glucose control during pregnancy affect the transfer of glucose to the fetus across the placenta?,0.8806882528844268,0.11417836271095023
,"Cryoprecipitate is the type of blood transfusion therapy that contains fibrinogen (factor I), factor VIII and XIII, von Willebrand factor (vWF), and fibronectin."," Blood transfusion therapy that contains fibrinogen (factor I), factor VIII and XIII, von Willebrand factor (vWF), and fibronectin is known as fresh frozen plasma. Fresh frozen plasma is a type of blood transfusion therapy that is used to replace clotting factors and other proteins that are important for normal blood function. It is collected from whole blood after it has been rapidly frozen and stored at extremely low temperatures..","Cryoprecipitate is the type of blood transfusion therapy that contains fibrinogen (factor I), factor VIII and XIII, von Willebrand factor (vWF), and fibronectin.",True,"What type of blood transfusion therapy contains fibrinogen (factor I), factor VIII and XIII, von Willebrand factor (vWF), and fibronectin?",0.7614234461787995,0.18703157566739598
,"The most common cause of portal hypertension in Western countries is cirrhosis, which is a condition in which the liver becomes scarred and damaged over time due to chronic liver disease. This can lead to increased resistance to blood flow through the liver, resulting in elevated blood pressure in the portal vein and other veins in the abdomen. Other potential causes of portal hypertension include blood clots in the portal vein, tumors in the liver or surrounding tissues, and certain genetic disorders. Portal hypertension is a condition in which there is increased pressure in the portal vein, which carries blood from the digestive organs to the liver. Symptoms may include abdominal pain, swelling, and ascites (fluid accumulation in the abdomen), as well as complications such as variceal bleeding and hepatic encephalopathy. Treatment for portal hypertension may involve medications to lower blood pressure, lifestyle modifications such as dietary changes and exercise, and in severe cases, surgical interventions such as shunt procedures or liver transplantation."," In Western countries, the most frequent cause of portal hypertension is cirrhosis..","The most common cause of portal hypertension in Western countries is cirrhosis, which is a condition in which the liver becomes scarred and damaged over time due to chronic liver disease. This can lead to increased resistance to blood flow through the liver, resulting in elevated blood pressure in the portal vein and other veins in the abdomen. Other potential causes of portal hypertension include blood clots in the portal vein, tumors in the liver or surrounding tissues, and certain genetic disorders. Portal hypertension is a condition in which there is increased pressure in the portal vein, which carries blood from the digestive organs to the liver. Symptoms may include abdominal pain, swelling, and ascites (fluid accumulation in the abdomen), as well as complications such as variceal bleeding and hepatic encephalopathy. Treatment for portal hypertension may involve medications to lower blood pressure, lifestyle modifications such as dietary changes and exercise, and in severe cases, surgical interventions such as shunt procedures or liver transplantation.",True,"In Western countries, what is the most frequent cause of portal hypertension?",0.8700190386334856,0.018779092799179133
