prompt,actual_answer,response,most_similar_answer,is_most_similar_actual,question,cosine_similarity_with_actual_answer,bleu_score
,"Fibrinous pericarditis is an inflammatory condition that affects the pericardium, the sac that surrounds the heart. It can occur as a complication of myocardial infarction (MI), or heart attack, and is typically seen 2 to 4 days after the initial event. Symptoms of fibrinous pericarditis may include chest pain, fever, and a rapid or irregular heartbeat, and can be diagnosed through a combination of physical examination, imaging tests, and laboratory analysis of fluid samples.","Fibrinous pericarditis is a condition characterized by inflammation of the pericardium, the membrane that surrounds and protects the heart. In this condition, there is an accumulation of fibrin (a protein involved in blood clotting) within the pericardial space, leading to chest pain and potential complications.","Fibrinous pericarditis is an inflammatory condition that affects the pericardium, the sac that surrounds the heart. It can occur as a complication of myocardial infarction (MI), or heart attack, and is typically seen 2 to 4 days after the initial event. Symptoms of fibrinous pericarditis may include chest pain, fever, and a rapid or irregular heartbeat, and can be diagnosed through a combination of physical examination, imaging tests, and laboratory analysis of fluid samples.",True,"What is fibrinous pericarditis, and what is its relationship to myocardial infarction (MI)? How long after an MI does fibrinous pericarditis typically occur, and what are some of the signs and symptoms that may be associated with this condition?",0.8059972060586018,0.06884403751709846
,"The two possible diagnoses for a patient who presents with post-URI, acute-onset, constant vertigo, N/V, and negative hearing loss are vestibular neuritis. The two possible diagnoses for a patient who presents with post-URI, acute-onset, constant vertigo, N/V, and positive hearing loss are labyrinthitis. Vestibular neuritis and labyrinthitis are both conditions that affect the inner ear and can cause symptoms such as vertigo, nausea, and vomiting. However, vestibular neuritis typically does not cause hearing loss, while labyrinthitis can result in hearing loss in addition to the other symptoms.","The two possible diagnoses for a patient presenting with post-URI, acute-onset, constant vertigo, N/V, and either negative or positive hearing loss are vestibular neuritis and Meniere's disease.","The two possible diagnoses for a patient who presents with post-URI, acute-onset, constant vertigo, N/V, and negative hearing loss are vestibular neuritis. The two possible diagnoses for a patient who presents with post-URI, acute-onset, constant vertigo, N/V, and positive hearing loss are labyrinthitis. Vestibular neuritis and labyrinthitis are both conditions that affect the inner ear and can cause symptoms such as vertigo, nausea, and vomiting. However, vestibular neuritis typically does not cause hearing loss, while labyrinthitis can result in hearing loss in addition to the other symptoms.",True,"What are the two possible diagnoses for a patient who presents with post-URI, acute-onset, constant vertigo, N/V, and either negative or positive hearing loss?",0.9436940920917236,0.19717318860152797
,"Disorders of secondary hemostasis typically present with re-bleeding after surgical procedures such as dental procedures. Secondary hemostasis refers to the formation of a stable blood clot through the coagulation cascade, which involves a series of clotting factors and platelets. Disorders of secondary hemostasis can result in bleeding disorders, which can manifest as excessive bleeding or re-bleeding after surgical procedures. Some examples of disorders of secondary hemostasis include hemophilia A and B, von Willebrand disease, and factor XI deficiency. Treatment of these disorders typically involves replacement of the missing clotting factor or administration of medications that promote clotting.","A common symptom associated with disorders of secondary hemostasis after surgical procedures such as dental procedures is prolonged bleeding. This can manifest as persistent oozing or bleeding from the site of surgery beyond what would be considered normal. It is important to monitor for this symptom and seek medical attention if it occurs, especially in individuals who may have underlying coagulation disorders.","Disorders of secondary hemostasis typically present with re-bleeding after surgical procedures such as dental procedures. Secondary hemostasis refers to the formation of a stable blood clot through the coagulation cascade, which involves a series of clotting factors and platelets. Disorders of secondary hemostasis can result in bleeding disorders, which can manifest as excessive bleeding or re-bleeding after surgical procedures. Some examples of disorders of secondary hemostasis include hemophilia A and B, von Willebrand disease, and factor XI deficiency. Treatment of these disorders typically involves replacement of the missing clotting factor or administration of medications that promote clotting.",True,What is a common symptom associated with disorders of secondary hemostasis after surgical procedures such as dental procedures?,0.8173287268600952,0.10257748592369319
,"Primary ovarian insufficiency is associated with chromosomal abnormalities, and this association is particularly strong in individuals younger than 30 years old. Primary ovarian insufficiency, also known as premature ovarian failure, is a condition in which the ovaries stop functioning normally before the age of 40. This can lead to infertility and other health problems. Chromosomal abnormalities, such as Turner syndrome, are a common cause of primary ovarian insufficiency. Women who develop primary ovarian insufficiency at a younger age are more likely to have chromosomal abnormalities, which can affect their overall health and fertility. Therefore, genetic counseling and testing may be recommended for women with primary ovarian insufficiency, especially those who are under 30 years old.","Primary ovarian insufficiency (POI) is a condition characterized by the loss of normal ovarian function before the age of 40. It has been associated with an increased risk of chromosomal abnormalities, particularly in women with POI who have premature ovarian failure.",Primary ovarian insufficiency is the condition that can lead to infertility with abnormal menses.,False,"What is the association between primary ovarian insufficiency and chromosomal abnormalities, and in which age group is this association particularly strong?",0.7087400289454118,0.07995809755075825
,"Medium chain acyl-CoA dehydrogenase (MCAD) deficiency is a rare genetic disorder that is caused by a deficiency in the enzyme that helps to metabolize medium-chain fatty acids. This results in an inability to break down medium-sized fatty acids for energy, which can lead to a buildup of fatty acids in the body and a decrease in the body's supply of glucose. This can cause symptoms such as low blood sugar, lethargy, vomiting, and seizures. It is important for individuals with MCAD deficiency to receive prompt medical treatment if they experience any symptoms, as this condition can be life-threatening if left untreated.","MCAD deficiency is a genetic disorder caused by mutations in the ACADM gene, which provides instructions for making an enzyme called medium-chain acyl-CoA dehydrogenase. This enzyme plays a crucial role in breaking down medium-chain fatty acids to produce energy.","Medium chain acyl-CoA dehydrogenase (MCAD) deficiency is a rare genetic disorder that is caused by a deficiency in the enzyme that helps to metabolize medium-chain fatty acids. This results in an inability to break down medium-sized fatty acids for energy, which can lead to a buildup of fatty acids in the body and a decrease in the body's supply of glucose. This can cause symptoms such as low blood sugar, lethargy, vomiting, and seizures. It is important for individuals with MCAD deficiency to receive prompt medical treatment if they experience any symptoms, as this condition can be life-threatening if left untreated.",True,"What is the cause of medium chain acyl-CoA dehydrogenase (MCAD) deficiency, and what is its effect on the body's ability to metabolize certain types of fats?",0.8923574924513511,0.025127087118921018
,"Acute monocytic leukemia is a type of blood cancer that affects immature white blood cells called blasts. In this type of leukemia, the blasts characteristically infiltrate a specific location in the body. Specifically, they infiltrate the gums, leading to swelling and tenderness in the mouth. This infiltration can make it difficult to eat, speak, or perform other normal activities. It is important for doctors to be aware of this characteristic feature of acute monocytic leukemia so that they can make an accurate diagnosis and provide appropriate treatment.","The characteristic feature of acute monocytic leukemia in terms of blast infiltration is the presence of monoblasts and promonocytes in the bone marrow and peripheral blood. Monoblasts are large cells with abundant cytoplasm, round nuclei, and prominent nucleoli, while promonocytes have more mature features but still exhibit characteristics of monocytic differentiation. These cells often make up a significant portion of the blasts seen on microscopy in patients with acute monocytic leukemia.","Acute monocytic leukemia is a type of blood cancer that affects immature white blood cells called blasts. In this type of leukemia, the blasts characteristically infiltrate a specific location in the body. Specifically, they infiltrate the gums, leading to swelling and tenderness in the mouth. This infiltration can make it difficult to eat, speak, or perform other normal activities. It is important for doctors to be aware of this characteristic feature of acute monocytic leukemia so that they can make an accurate diagnosis and provide appropriate treatment.",True,What is the characteristic feature of acute monocytic leukemia in terms of blast infiltration?,0.7652558670569749,0.07734542410864974
,Neurofibromatosis type I is associated with mutations in the NF1 tumor suppressor gene on chromosome 17.,"Neurofibromatosis type I is associated with a mutation in the NF1 gene, which is located on chromosome 17.",Neurofibromatosis type I is associated with mutations in the NF1 tumor suppressor gene on chromosome 17.,True,What gene mutation is associated with neurofibromatosis type I and on which chromosome is it located?,0.927831128293381,0.42902664419909126
,"Cystinuria is a genetic disorder that is caused by a defect in renal PCT and intestinal amino acid transporters, which prevents the proper reabsorption of cystine, ornithine, lysine, and arginine. If left untreated, the accumulation of these amino acids in the urine can form kidney stones, which can cause pain, discomfort, and potential damage to the kidneys.","Cystinuria is a genetic disorder characterized by the impaired reabsorption of certain amino acids, specifically cystine, ornithine, lysine, and arginine in the kidneys. This results in an excessive excretion of these amino acids into the urine.","Cystinuria is a genetic disorder that is caused by a defect in renal PCT and intestinal amino acid transporters, which prevents the proper reabsorption of cystine, ornithine, lysine, and arginine. If left untreated, the accumulation of these amino acids in the urine can form kidney stones, which can cause pain, discomfort, and potential damage to the kidneys.",True,"What is cystinuria and what causes it? Additionally, which amino acids are not properly reabsorbed due to this condition and what are the potential consequences of their accumulation in the urine?",0.8930340799360704,0.23546079972800749
,"Telomerase is an enzyme that is responsible for maintaining the length of telomeres, which are the protective caps on the ends of chromosomes. Upregulation of telomerase prevents chromosomal shortening and cell death in tumors. In healthy cells, telomeres naturally shorten over time as the cell divides, eventually leading to cell death. However, in cancer cells, telomerase is often upregulated, allowing the cells to continue dividing and avoiding cell death. This upregulation of telomerase is one of the hallmarks of cancer, and it is being studied as a potential target for cancer therapies. By inhibiting telomerase, it may be possible to selectively kill cancer cells while leaving healthy cells unharmed.","Telomerase is an enzyme that plays a crucial role in preventing chromosomal shortening and cell death in tumors. In normal cells, the telomeres at the ends of chromosomes shorten with each round of cell division, eventually leading to cellular senescence or programmed cell death (apoptosis). However, in many cancer cells, telomerase becomes reactivated or upregulated, allowing for the maintenance of telomere length even after multiple rounds of cell division.","Telomerase is an enzyme that is responsible for maintaining the length of telomeres, which are the protective caps on the ends of chromosomes. Upregulation of telomerase prevents chromosomal shortening and cell death in tumors. In healthy cells, telomeres naturally shorten over time as the cell divides, eventually leading to cell death. However, in cancer cells, telomerase is often upregulated, allowing the cells to continue dividing and avoiding cell death. This upregulation of telomerase is one of the hallmarks of cancer, and it is being studied as a potential target for cancer therapies. By inhibiting telomerase, it may be possible to selectively kill cancer cells while leaving healthy cells unharmed.",True,What is the role of telomerase in preventing chromosomal shortening and cell death in tumors?,0.9153165432453503,0.19564007968992303
,Coxsackie B is associated with hepatitis.,"Coxsackie B virus is associated with causing myocarditis, which is inflammation of the heart muscle.",Coxsackie B is associated with hepatitis.,True,What condition is Coxsackie B associated with?,0.684097519832296,0.05156174614020771
,"The odontoblasts and bones of the skull are derived from the neural crest, which is a group of cells that arise from the ectoderm during embryonic development. The neural crest gives rise to many different tissues and organs, including the peripheral nervous system, the adrenal glands, and the bones and cartilage of the face and skull. Odontoblasts are specialized cells that form dentin, which is the hard tissue that makes up the bulk of teeth. The neural crest cells that give rise to odontoblasts migrate to the developing tooth buds and differentiate into these specialized cells. Similarly, the neural crest cells that give rise to the bones of the skull migrate to the developing skull and differentiate into osteoblasts, which are the cells that form bone tissue. The development of the neural crest is regulated by a complex interplay of genes and signaling pathways, which ultimately determine the fate of these cells and the tissues and organs that they give rise to.",The odontoblasts and bones of the skull originate from the mesoderm layer during embryonic development.,"The odontoblasts and bones of the skull are derived from the neural crest, which is a group of cells that arise from the ectoderm during embryonic development. The neural crest gives rise to many different tissues and organs, including the peripheral nervous system, the adrenal glands, and the bones and cartilage of the face and skull. Odontoblasts are specialized cells that form dentin, which is the hard tissue that makes up the bulk of teeth. The neural crest cells that give rise to odontoblasts migrate to the developing tooth buds and differentiate into these specialized cells. Similarly, the neural crest cells that give rise to the bones of the skull migrate to the developing skull and differentiate into osteoblasts, which are the cells that form bone tissue. The development of the neural crest is regulated by a complex interplay of genes and signaling pathways, which ultimately determine the fate of these cells and the tissues and organs that they give rise to.",True,From which embryonic layer do the odontoblasts and bones of the skull originate?,0.7661971997101822,0.04706697989208594
,"The recommended initial treatment for a hemodynamically stable patient with atrial fibrillation and rapid ventricular response is rate control, which can be achieved with medications such as beta-blockers or calcium channel blockers. The goal of rate control is to slow the heart rate to a level that is tolerable for the patient and reduces the risk of complications such as heart failure or myocardial ischemia. In addition to medication, lifestyle modifications such as avoiding triggers and maintaining a healthy weight can also be helpful in managing atrial fibrillation. In some cases, rhythm control strategies such as cardioversion or antiarrhythmic medications may also be considered. Treatment should be managed by a healthcare professional with expertise in managing cardiac arrhythmias.","The recommended initial treatment for a hemodynamically stable patient with atrial fibrillation and rapid ventricular response is to first assess the patient's symptoms, perform an electrocardiogram (ECG) to confirm the diagnosis, and then consider pharmacological interventions such as rate control or rhythm control medications. Rate-control options may include beta-blockers like metoprolol or calcium channel blockers like diltiazem. Rhythm-control strategies might involve medications like amiodarone or cardioversion if necessary","The recommended initial treatment for a hemodynamically stable patient with atrial fibrillation and rapid ventricular response is rate control, which can be achieved with medications such as beta-blockers or calcium channel blockers. The goal of rate control is to slow the heart rate to a level that is tolerable for the patient and reduces the risk of complications such as heart failure or myocardial ischemia. In addition to medication, lifestyle modifications such as avoiding triggers and maintaining a healthy weight can also be helpful in managing atrial fibrillation. In some cases, rhythm control strategies such as cardioversion or antiarrhythmic medications may also be considered. Treatment should be managed by a healthcare professional with expertise in managing cardiac arrhythmias.",True,What is the recommended initial treatment for a hemodynamically stable patient with atrial fibrillation and rapid ventricular response?,0.9130724209131058,0.1840090339565164
,"Poor maternal glucose control during pregnancy can lead to excessive transplacental glucose transfer to the fetus. This means that if a pregnant woman has high levels of glucose in her blood due to poor glucose control, more glucose than necessary may be transferred to the fetus across the placenta. This can result in the fetus being exposed to high levels of glucose, which can increase the risk of complications such as fetal overgrowth, preterm delivery, and neonatal hypoglycemia. To prevent these complications, it is important for pregnant women to monitor their blood glucose levels regularly and work with their healthcare providers to maintain good glucose control throughout pregnancy.","Poor maternal glucose control during pregnancy can lead to increased levels of glucose in the mother's bloodstream, which can then pass through the placenta to reach the fetus. This excess glucose in the fetal circulation stimulates insulin production by the fetal pancreas, leading to higher than normal levels of insulin in the fetus.","Poor maternal glucose control during pregnancy can lead to excessive transplacental glucose transfer to the fetus. This means that if a pregnant woman has high levels of glucose in her blood due to poor glucose control, more glucose than necessary may be transferred to the fetus across the placenta. This can result in the fetus being exposed to high levels of glucose, which can increase the risk of complications such as fetal overgrowth, preterm delivery, and neonatal hypoglycemia. To prevent these complications, it is important for pregnant women to monitor their blood glucose levels regularly and work with their healthcare providers to maintain good glucose control throughout pregnancy.",True,How does poor maternal glucose control during pregnancy affect the transfer of glucose to the fetus across the placenta?,0.8718050353841189,0.14322862518662555
,"Cryoprecipitate is the type of blood transfusion therapy that contains fibrinogen (factor I), factor VIII and XIII, von Willebrand factor (vWF), and fibronectin.","Fresh frozen plasma (FFP) contains fibrinogen, factor VIII and XIII, von Willebrand factor (vWF), and fibronectin.","Cryoprecipitate is the type of blood transfusion therapy that contains fibrinogen (factor I), factor VIII and XIII, von Willebrand factor (vWF), and fibronectin.",True,"What type of blood transfusion therapy contains fibrinogen (factor I), factor VIII and XIII, von Willebrand factor (vWF), and fibronectin?",0.6566909250340203,0.5269817764343686
,"The most common cause of portal hypertension in Western countries is cirrhosis, which is a condition in which the liver becomes scarred and damaged over time due to chronic liver disease. This can lead to increased resistance to blood flow through the liver, resulting in elevated blood pressure in the portal vein and other veins in the abdomen. Other potential causes of portal hypertension include blood clots in the portal vein, tumors in the liver or surrounding tissues, and certain genetic disorders. Portal hypertension is a condition in which there is increased pressure in the portal vein, which carries blood from the digestive organs to the liver. Symptoms may include abdominal pain, swelling, and ascites (fluid accumulation in the abdomen), as well as complications such as variceal bleeding and hepatic encephalopathy. Treatment for portal hypertension may involve medications to lower blood pressure, lifestyle modifications such as dietary changes and exercise, and in severe cases, surgical interventions such as shunt procedures or liver transplantation.","The most common cause of portal hypertension in Western countries is cirrhosis of the liver. Other less frequent causes include blood clots, congestive heart failure, and rare genetic disorders affecting the liver or blood vessels.","The most common cause of portal hypertension in Western countries is cirrhosis, which is a condition in which the liver becomes scarred and damaged over time due to chronic liver disease. This can lead to increased resistance to blood flow through the liver, resulting in elevated blood pressure in the portal vein and other veins in the abdomen. Other potential causes of portal hypertension include blood clots in the portal vein, tumors in the liver or surrounding tissues, and certain genetic disorders. Portal hypertension is a condition in which there is increased pressure in the portal vein, which carries blood from the digestive organs to the liver. Symptoms may include abdominal pain, swelling, and ascites (fluid accumulation in the abdomen), as well as complications such as variceal bleeding and hepatic encephalopathy. Treatment for portal hypertension may involve medications to lower blood pressure, lifestyle modifications such as dietary changes and exercise, and in severe cases, surgical interventions such as shunt procedures or liver transplantation.",True,"In Western countries, what is the most frequent cause of portal hypertension?",0.9092448204694554,0.0909233676881277
